#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ACBC12
#Date Time: 2023-10-10 17:17:11.144
#Start: 10 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.52732 V
#Offset: 0.000121525 V
#Relative: no
#Channel: Channel 2
#Range: 5.50644 V
#Offset: 3.2475e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
85.76958985908945,-0.01193110586792171,-19.6996506665894,83.969153176357
92.61187281287937,-0.01195850764223033,-19.03194687171604,83.49223194479362
100,-0.01265890229824281,-18.38379965424335,82.93561239566026
107.9775162327709,-0.01161188933322738,-17.71720092982293,82.46649920566382
116.5914401179832,-0.01196697072528271,-17.0698107107541,81.86915178848385
125.8925411794166,-0.01202997181911759,-16.42008886614431,81.23105912635035
135.9356390878525,-0.01229776108928732,-15.76952525708051,80.54901746756664
146.7799267622071,-0.01243367904797655,-15.12233143185754,79.82013470746159
158.4893192461114,-0.01269594107866436,-14.47827760342762,79.02649650477272
171.1328304161781,-0.01247959951686338,-13.83698142900404,78.17411194575743
184.7849797422292,-0.01241598089041404,-13.2033567836599,77.27181501314793
199.5262314968879,-0.01229777186111836,-12.57037300002527,76.30618772297339
215.4434690031882,-0.01319810571532964,-11.94492936956177,75.24941829513261
232.6305067153626,-0.01312809505172886,-11.3247337216253,74.14105062736419
251.1886431509582,-0.01298769840978135,-10.71165846406451,72.94936208963996
271.2272579332027,-0.01354034030381572,-10.10697104998029,71.6853813205271
292.8644564625238,-0.01373969633304144,-9.512211694955093,70.34250977969401
316.227766016838,-0.01421083798982644,-8.927242166068014,68.9176160543566
341.4548873833601,-0.01399006176296545,-8.351619687985073,67.40898776586295
368.6945064519577,-0.01487757973450379,-7.792014204330774,65.7995350501823
398.1071705534977,-0.01557181642446988,-7.244636518797792,64.12586953718947
429.8662347082277,-0.01536670706347235,-6.713257718781459,62.37217746133129
464.1588833612772,-0.01612372433830669,-6.200080685821304,60.53424249859501
501.1872336272725,-0.01628371541975045,-5.704683857969673,58.62197279687189
541.1695265464638,-0.01691295230820434,-5.229448055729645,56.6394013019812
584.3414133735175,-0.01826078999252437,-4.775427556682916,54.59768846558191
630.957344480193,-0.01823733207372604,-4.344023051678496,52.5075086254592
681.2920690579615,-0.01857535165970805,-3.937031826296797,50.37287904730511
735.6422544596406,-0.0201021446979922,-3.554062963290981,48.20682638743955
794.3282347242813,-0.02028723507050858,-3.196793314583568,46.02320122834391
857.6958985908947,-0.02074442295811256,-2.863790280226093,43.82928369533812
926.1187281287938,-0.02182076562672506,-2.557182115101213,41.64393651133899
1000,-0.02171893808898648,-2.275276380053089,39.47998889637996
1079.775162327711,-0.02259227499704228,-2.0179087049065,37.34958406783727
1165.914401179831,-0.02251065058352929,-1.784335127867139,35.26217821622343
1258.925411794166,-0.02326846594564798,-1.572957251328044,33.21905724511555
1359.356390878527,-0.02420764533735979,-1.382512753352634,31.24343645077069
1467.79926762207,-0.02433907943826768,-1.212740147185017,29.33522153655935
1584.893192461113,-0.02402017347817733,-1.061775658500588,27.50163677260112
1711.328304161781,-0.02422919510014054,-0.9270734264490816,25.7465173356571
1847.849797422291,-0.02392679222821914,-0.8095336122294999,24.07167859495345
1995.262314968879,-0.02485026969890949,-0.7047064802487885,22.47864343783588
2154.434690031884,-0.02391658636556249,-0.612948259140361,20.97297700201767
2326.305067153628,-0.02389866611136472,-0.5325418962005075,19.5497069594586
2511.886431509579,-0.02294781200736102,-0.4623893237324575,18.2104730791776
2712.27257933203,-0.02224494289492843,-0.401197974153281,16.94828537204278
2928.644564625237,-0.02174021768377478,-0.3485063809388578,15.76432441177365
3162.277660168379,-0.02058495221661166,-0.3019410686193331,14.65476795100339
3414.548873833604,-0.02030341163552506,-0.2619471465830603,13.61783123961158
3686.945064519573,-0.02077151368881341,-0.2268443041022058,12.64905515414506
3981.071705534973,-0.01831869927889713,-0.1969008745866785,11.74684241261812
4298.662347082272,-0.01649368009090061,-0.1714530174627335,10.89813054337385
4641.588833612777,-0.01754856272593019,-0.1492521894818836,10.11170025178749
5011.872336272725,-0.01383400638143292,-0.1294854171071611,9.382769617472192
5411.695265464637,-0.01771066107301026,-0.1127017920491054,8.705659994029276
5843.414133735175,-0.01106207096581091,-0.09748319721999449,8.070759330180692
6309.573444801937,-0.008281442357324151,-0.08553834135093268,7.482269267940074
6812.920690579608,-0.006490619648637593,-0.07475577048896953,6.938099232683456
7356.422544596414,-0.005355573977613467,-0.06561606863214897,6.428329442258978
7943.282347242814,-0.003394292957632685,-0.05711796458046301,5.963109018171053
8576.958985908946,-0.00137215493588345,-0.05019203002950421,5.528971489222087
9261.187281287937,-0.0002127210401991229,-0.04493532472726879,5.12091084044431
10000,-0.001607916567719161,-0.03885296821109856,4.748115071025865
10797.7516232771,0.005617720961528789,-0.03524010127351158,4.398645520479421
11659.14401179831,0.00624018847952813,-0.03075228713427852,4.081364126044775
12589.25411794167,-0.007764949357980725,-0.02789089980820399,3.774802834180239
13593.56390878526,0.0099809764222018,-0.02430193901056423,3.497744389523817
14677.99267622069,0.01161219175093245,-0.02220440766483488,3.244655895423136
15848.93192461114,0.01227639372788545,-0.01967839430913229,3.01143622902714
17113.28304161779,0.01514976440822112,-0.01808110167390022,2.786965079875074
18478.49797422291,0.01483461122281187,-0.01683471463728065,2.584404823740954
19952.62314968881,0.01661023171062415,-0.01481636217480836,2.396500804799008
21544.34690031882,0.01680669738917049,-0.01291565595660301,2.219562696314881
23263.05067153626,0.02153537766178649,-0.01260604752807871,2.053250738865749
25118.86431509582,0.0121017937964456,-0.01079105849559861,1.908580388827033
27122.72579332027,0.0255303622153031,-0.01163725522694023,1.772226257115761
29286.44564625237,0.02847800693199603,-0.01017887240016862,1.636193215661482
31622.77660168378,0.0303742157910218,-0.00953334848904256,1.51837864234102
34145.488738336,0.03111574764880883,-0.007337286064853493,1.410029961949746
36869.45064519577,0.03338566969241891,-0.006580407989741507,1.296203839899306
39810.71705534971,0.03783018174730948,-0.008520105855249368,1.203396707811089
42986.62347082276,0.03803795452193008,-0.008803876731615508,1.106701413814562
46415.88833612778,0.04178072994392017,-0.005151857328854093,1.029776024113701
50118.72336272722,0.04117075016637501,-0.00628854801537316,0.9575440140524734
54116.95265464637,0.04925089886451948,-0.006462980350204416,0.8940994637466986
58434.14133735175,0.05135081423795439,-0.003962428551432759,0.8207697694300684
63095.73444801933,0.054170291099476,-0.004538118909832725,0.7688552304462064
68129.20690579616,0.06116172615754485,-0.00319724898988221,0.6993534497583909
73564.22544596414,0.06398305966835363,-0.002972900226617569,0.6436235387618154
79432.82347242818,0.05382059856040325,-0.002218401198260879,0.6007214870261635
85769.58985908938,0.07009415860228703,-0.001228905076462864,0.5480009602543383
92611.87281287937,0.07284885855961352,-0.0003884191252185765,0.5056495158783321
100000,0.07114525320596098,-0.0002314296595580059,0.4599711643382989
107977.5162327709,0.07830861683478865,-0.0005402496841624556,0.4126753192032169
116591.4401179832,0.08252672061599124,-0.0003959606099000463,0.3768650573764063
125892.5411794166,0.07986088463000721,0.0001624631360005098,0.3435038490571998
135935.6390878526,0.08396201586465069,-0.001698653693282431,0.2997024014249998
146779.926762207,0.08344453920275803,-0.002484052472557968,0.2768862807643018
158489.3192461113,0.0821308813134637,-0.002467132747141971,0.2375488044710323
171132.8304161781,0.07839165836626344,-0.003327871000130555,0.211024649006248
184784.9797422292,0.07766897846049518,-0.004295398812986971,0.1847825297410139
199526.2314968879,0.07012703352575646,-0.002515028101949119,0.1745279970525893
215443.4690031885,0.06450438564458391,-0.004645838588997541,0.1547043363934222
232630.5067153625,0.06057580498371627,-0.006113803601775099,0.1187713638677721
251188.643150958,0.04916354123822486,-0.005714994727235891,0.1163854132180049
271227.257933203,0.04835464780670169,-0.00817929584765055,0.109512955501188
292864.4564625236,0.0414891942736556,-0.009961087419843598,0.08354014090320128
316227.766016838,0.03048576770576543,-0.006209709400296319,0.08687748053419142
341454.88738336,0.02310027134501524,-0.008654293750075384,0.06026455970078359
368694.5064519575,0.01531963551182014,-0.007356278878812295,0.04062880109499645
398107.1705534974,0.001265917137535164,-0.00814647866518986,0.03214649597106245
429866.2347082276,-0.002251626838994562,-0.008125428870782762,0.01252967345172351
464158.883361278,-0.01082398810011677,-0.008678870934006377,0.001274096292789295
501187.233627272,-0.01944752246563688,-0.007383091788213313,-0.01357285615051751
541169.5265464637,-0.02854907251794162,-0.008766500831656688,-0.02309573948844701
584341.4133735178,-0.03612897426650188,-0.008267290716582092,-0.03292293345704422
630957.344480193,-0.04385884812340592,-0.01008328276860201,-0.05353755479791289
681292.0690579613,-0.05112141433882458,-0.008770922313795067,-0.06498182697796651
735642.2544596418,-0.05907431277038285,-0.00767077661550263,-0.08093764308837237
794328.2347242814,-0.06703729552722278,-0.008674028638718108,-0.09174834143311728
857695.8985908943,-0.0742955702907879,-0.009721068470947263,-0.1075118275357596
926118.7281287931,-0.079903132389631,-0.009488170327684271,-0.1201514139542645
1000000,-0.0896974480905615,-0.009125904173348831,-0.127660788565251
